Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2025-01-02,190.43,191.78,187.28,189.21,20370800,0.0,0.0
2025-01-03,191.15,192.99,189.76,191.57,18596200,0.0,0.0
2025-01-06,193.76,197.99,193.63,196.64,29563600,0.0,0.0
2025-01-07,196.88,200.77,194.38,195.27,26487200,0.0,0.0
2025-01-08,192.35,196.06,192.16,193.73,24864800,0.0,0.0
2025-01-10,194.08,196.29,190.09,191.82,26665200,0.0,0.0
2025-01-13,189.85,190.96,187.14,190.79,21823700,0.0,0.0
2025-01-14,191.02,191.76,188.09,189.44,17174900,0.0,0.0
2025-01-15,192.87,196.13,191.64,195.33,21776000,0.0,0.0
2025-01-16,193.92,195.26,192.59,192.69,17815400,0.0,0.0
2025-01-17,196.3,197.0,193.53,195.77,27735100,0.0,0.0
2025-01-21,198.84,202.06,197.64,197.82,29971300,0.0,0.0
2025-01-22,198.83,200.25,197.3,198.14,26200600,0.0,0.0
2025-01-23,197.91,200.07,194.98,197.75,26951400,0.0,0.0
2025-01-24,197.87,200.67,197.77,199.98,23877500,0.0,0.0
2025-01-27,192.19,196.65,190.51,191.59,41728900,0.0,0.0
2025-01-28,192.53,195.26,190.46,195.08,24157900,0.0,0.0
2025-01-29,195.34,196.56,193.21,195.19,18218300,0.0,0.0
2025-01-30,197.77,201.17,197.44,200.64,24354700,0.0,0.0
2025-01-31,201.77,205.24,201.57,203.79,32042000,0.0,0.0
2025-02-03,200.46,203.52,199.87,201.0,27838300,0.0,0.0
2025-02-04,203.16,206.81,202.58,206.14,43856400,0.0,0.0
2025-02-05,190.85,192.53,187.81,191.11,70373900,0.0,0.0
2025-02-06,189.28,191.88,188.5,191.38,29297400,0.0,0.0
2025-02-07,190.83,190.96,183.03,185.13,49315000,0.0,0.0
2025-02-10,187.13,187.98,185.65,186.26,23105600,0.0,0.0
2025-02-11,184.82,186.72,184.07,185.11,21239500,0.0,0.0
2025-02-12,183.01,184.9,181.62,183.4,22072600,0.0,0.0
2025-02-13,184.11,186.07,182.93,185.93,21402500,0.0,0.0
2025-02-14,184.85,186.19,184.11,185.02,20448400,0.0,0.0
2025-02-18,185.39,185.75,181.53,183.56,29916700,0.0,0.0
2025-02-19,183.86,185.25,183.38,185.06,19549400,0.0,0.0
2025-02-20,184.59,185.1,182.51,184.35,20441500,0.0,0.0
2025-02-21,184.94,185.13,178.87,179.45,35199200,0.0,0.0
2025-02-24,181.78,182.91,178.68,179.04,29854200,0.0,0.0
2025-02-25,177.84,178.53,174.49,175.22,41913400,0.0,0.0
2025-02-26,174.87,175.88,171.38,172.53,35431300,0.0,0.0
2025-02-27,173.79,174.36,167.75,168.31,39991000,0.0,0.0
2025-02-28,168.49,170.41,166.58,170.08,48130600,0.0,0.0
2025-03-03,171.73,173.17,165.74,166.82,40770500,0.0,0.0
2025-03-04,166.05,173.09,165.61,170.72,45388000,0.0,0.0
2025-03-05,170.32,173.58,168.87,172.82,30954900,0.0,0.0
2025-03-06,170.33,174.61,170.3,172.15,28302000,0.0,0.0
2025-03-07,171.06,174.77,170.07,173.66,27385800,0.0,0.0
2025-03-10,168.26,168.46,163.69,165.87,43604000,0.2,0.0
2025-03-11,164.91,166.75,161.37,164.04,39587400,0.0,0.0
2025-03-12,166.58,167.64,163.53,167.11,28372400,0.0,0.0
2025-03-13,166.04,166.13,162.11,162.76,31756200,0.0,0.0
2025-03-14,163.27,166.49,162.45,165.49,31995900,0.0,0.0
2025-03-17,165.03,166.3,163.67,164.29,31184300,0.0,0.0
2025-03-18,163.68,164.25,156.72,160.67,42074800,0.0,0.0
2025-03-19,161.76,165.87,161.0,163.89,34275600,0.0,0.0
2025-03-20,161.57,164.89,160.96,162.8,28138500,0.0,0.0
2025-03-21,161.21,164.24,160.89,163.99,36625800,0.0,0.0
2025-03-24,167.07,168.32,165.14,167.68,30879100,0.0,0.0
2025-03-25,168.98,170.63,168.32,170.56,24174400,0.0,0.0
2025-03-26,169.0,169.61,164.84,165.06,28901600,0.0,0.0
2025-03-27,164.63,165.42,162.0,162.24,24508300,0.0,0.0
2025-03-28,160.49,161.82,153.63,154.33,48669300,0.0,0.0
2025-03-31,153.11,155.54,150.66,154.64,54603500,0.0,0.0
2025-04-01,153.62,158.1,153.62,157.07,30672900,0.0,0.0
2025-04-02,155.15,158.41,154.7,157.04,25041700,0.0,0.0
2025-04-03,151.11,152.78,150.39,150.72,46883400,0.0,0.0
2025-04-04,148.01,151.07,145.38,145.6,62259500,0.0,0.0
2025-04-07,141.55,152.85,140.53,146.75,76794100,0.0,0.0
2025-04-08,151.22,152.24,143.03,144.7,52200200,0.0,0.0
2025-04-09,144.42,159.55,143.91,158.71,70406200,0.0,0.0
2025-04-10,156.54,157.72,149.93,152.82,48022000,0.0,0.0
2025-04-11,152.9,157.67,152.82,157.14,33636200,0.0,0.0
2025-04-14,160.0,161.72,157.56,159.07,30333000,0.0,0.0
2025-04-15,159.13,159.65,155.21,156.31,27551500,0.0,0.0
2025-04-16,153.1,155.89,151.51,153.33,28187400,0.0,0.0
2025-04-17,154.29,154.68,148.5,151.16,33046600,0.0,0.0
